recorder_config,benchmark,variant,seed,workload_scale,cycles,commits,sim_wall_time_sec,cycle_overhead_pct,commit_overhead_pct,sim_wall_time_overhead_pct,notes
diagnostic,interrupt_race_bug,failing,4,smoke,60,15,0.006300,0.00,0.00,0.70,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=4 capsule_bytes=84 cycles=60 commits=15 notes=""measured"""
full,interrupt_race_bug,failing,4,smoke,60,15,0.006471,0.00,0.00,3.44,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=4 capsule_bytes=84 cycles=60 commits=15 notes=""measured"""
minimal,interrupt_race_bug,failing,5,smoke,60,15,0.006522,0.00,0.00,-0.55,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=4 capsule_bytes=84 cycles=60 commits=15 notes=""measured"""
core,interrupt_race_bug,failing,5,smoke,60,15,0.006450,0.00,0.00,-1.65,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=4 capsule_bytes=84 cycles=60 commits=15 notes=""measured"""
hashed,interrupt_race_bug,failing,5,smoke,60,15,0.006364,0.00,0.00,-2.96,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=4 capsule_bytes=84 cycles=60 commits=15 notes=""measured"""
diagnostic,interrupt_race_bug,failing,5,smoke,60,15,0.006349,0.00,0.00,-3.19,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=4 capsule_bytes=84 cycles=60 commits=15 notes=""measured"""
full,interrupt_race_bug,failing,5,smoke,60,15,0.006615,0.00,0.00,0.87,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=4 capsule_bytes=84 cycles=60 commits=15 notes=""measured"""
minimal,interrupt_race_bug,failing,1,short,1539,338,0.007592,0.00,0.00,5.21,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
core,interrupt_race_bug,failing,1,short,1539,338,0.008077,0.00,0.00,11.93,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
hashed,interrupt_race_bug,failing,1,short,1539,338,0.007923,0.00,0.00,9.80,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
diagnostic,interrupt_race_bug,failing,1,short,1539,338,0.008139,0.00,0.00,12.79,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
full,interrupt_race_bug,failing,1,short,1539,338,0.007952,0.00,0.00,10.20,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
minimal,interrupt_race_bug,failing,2,short,1539,338,0.007534,0.00,0.00,21.13,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
core,interrupt_race_bug,failing,2,short,1539,338,0.008359,0.00,0.00,34.39,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
hashed,interrupt_race_bug,failing,2,short,1539,338,0.008141,0.00,0.00,30.88,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
diagnostic,interrupt_race_bug,failing,2,short,1539,338,0.008319,0.00,0.00,33.75,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
full,interrupt_race_bug,failing,2,short,1539,338,0.008251,0.00,0.00,32.65,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
minimal,interrupt_race_bug,failing,3,short,1539,338,0.008405,0.00,0.00,30.09,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
core,interrupt_race_bug,failing,3,short,1539,338,0.007890,0.00,0.00,22.12,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
hashed,interrupt_race_bug,failing,3,short,1539,338,0.007941,0.00,0.00,22.91,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
diagnostic,interrupt_race_bug,failing,3,short,1539,338,0.008063,0.00,0.00,24.79,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
full,interrupt_race_bug,failing,3,short,1539,338,0.008708,0.00,0.00,34.78,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
minimal,interrupt_race_bug,failing,4,short,1539,338,0.008021,0.00,0.00,-1.13,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
core,interrupt_race_bug,failing,4,short,1539,338,0.008084,0.00,0.00,-0.36,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
hashed,interrupt_race_bug,failing,4,short,1539,338,0.008099,0.00,0.00,-0.17,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
diagnostic,interrupt_race_bug,failing,4,short,1539,338,0.008247,0.00,0.00,1.65,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
full,interrupt_race_bug,failing,4,short,1539,338,0.008338,0.00,0.00,2.77,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
minimal,interrupt_race_bug,failing,5,short,1539,338,0.007705,0.00,0.00,20.58,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
core,interrupt_race_bug,failing,5,short,1539,338,0.007956,0.00,0.00,24.51,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
hashed,interrupt_race_bug,failing,5,short,1539,338,0.007993,0.00,0.00,25.09,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
diagnostic,interrupt_race_bug,failing,5,short,1539,338,0.008313,0.00,0.00,30.09,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
full,interrupt_race_bug,failing,5,short,1539,338,0.008044,0.00,0.00,25.88,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=131 capsule_bytes=2751 cycles=1539 commits=338 notes=""measured"""
minimal,interrupt_race_bug,failing,1,medium,5955,1298,0.012601,0.00,0.00,86.65,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
core,interrupt_race_bug,failing,1,medium,5955,1298,0.012650,0.00,0.00,87.38,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
hashed,interrupt_race_bug,failing,1,medium,5955,1298,0.012443,0.00,0.00,84.31,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
diagnostic,interrupt_race_bug,failing,1,medium,5955,1298,0.012924,0.00,0.00,91.44,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
full,interrupt_race_bug,failing,1,medium,5955,1298,0.012393,0.00,0.00,83.57,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
minimal,interrupt_race_bug,failing,2,medium,5955,1298,0.011792,0.00,0.00,80.36,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
core,interrupt_race_bug,failing,2,medium,5955,1298,0.012520,0.00,0.00,91.50,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
hashed,interrupt_race_bug,failing,2,medium,5955,1298,0.012335,0.00,0.00,88.67,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
diagnostic,interrupt_race_bug,failing,2,medium,5955,1298,0.012337,0.00,0.00,88.70,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
full,interrupt_race_bug,failing,2,medium,5955,1298,0.012539,0.00,0.00,91.79,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
minimal,interrupt_race_bug,failing,3,medium,5955,1298,0.012496,0.00,0.00,91.45,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
core,interrupt_race_bug,failing,3,medium,5955,1298,0.012397,0.00,0.00,89.93,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
hashed,interrupt_race_bug,failing,3,medium,5955,1298,0.012479,0.00,0.00,91.19,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
diagnostic,interrupt_race_bug,failing,3,medium,5955,1298,0.012881,0.00,0.00,97.35,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
full,interrupt_race_bug,failing,3,medium,5955,1298,0.012937,0.00,0.00,98.21,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
minimal,interrupt_race_bug,failing,4,medium,5955,1298,0.012144,0.00,0.00,69.75,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
core,interrupt_race_bug,failing,4,medium,5955,1298,0.013467,0.00,0.00,88.24,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
hashed,interrupt_race_bug,failing,4,medium,5955,1298,0.012892,0.00,0.00,80.21,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
diagnostic,interrupt_race_bug,failing,4,medium,5955,1298,0.012420,0.00,0.00,73.61,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
full,interrupt_race_bug,failing,4,medium,5955,1298,0.012714,0.00,0.00,77.72,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=4 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
minimal,interrupt_race_bug,failing,5,medium,5955,1298,0.012270,0.00,0.00,77.31,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
core,interrupt_race_bug,failing,5,medium,5955,1298,0.012775,0.00,0.00,84.61,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
hashed,interrupt_race_bug,failing,5,medium,5955,1298,0.012480,0.00,0.00,80.35,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
diagnostic,interrupt_race_bug,failing,5,medium,5955,1298,0.012605,0.00,0.00,82.15,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
full,interrupt_race_bug,failing,5,medium,5955,1298,0.013479,0.00,0.00,94.78,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=5 property=2 events=256 capsule_bytes=5376 cycles=5955 commits=1298 notes=""measured"""
minimal,interrupt_race_bug,failing,1,long,23619,5138,0.029609,0.00,0.00,222.54,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
core,interrupt_race_bug,failing,1,long,23619,5138,0.029542,0.00,0.00,221.81,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
hashed,interrupt_race_bug,failing,1,long,23619,5138,0.030023,0.00,0.00,227.05,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
diagnostic,interrupt_race_bug,failing,1,long,23619,5138,0.029193,0.00,0.00,218.01,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
full,interrupt_race_bug,failing,1,long,23619,5138,0.029178,0.00,0.00,217.84,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=1 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
minimal,interrupt_race_bug,failing,2,long,23619,5138,0.028819,0.00,0.00,233.17,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
core,interrupt_race_bug,failing,2,long,23619,5138,0.028950,0.00,0.00,234.68,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
hashed,interrupt_race_bug,failing,2,long,23619,5138,0.029091,0.00,0.00,236.31,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
diagnostic,interrupt_race_bug,failing,2,long,23619,5138,0.029889,0.00,0.00,245.54,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
full,interrupt_race_bug,failing,2,long,23619,5138,0.029680,0.00,0.00,243.12,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=2 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
minimal,interrupt_race_bug,failing,3,long,23619,5138,0.029723,0.00,0.00,224.31,"PASS runtime config=recorder_enabled benchmark=interrupt_race_bug variant=failing seed=3 property=2 events=256 capsule_bytes=5376 cycles=23619 commits=5138 notes=""measured"""
